id,title,price,available_quantity,sold_quantity,listing_type_id,thumbnail_id,tags,use_thumbnail_id,order_backend,seller__id,seller__tags,seller__seller_reputation__level_id,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__total,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__completed,prices__id,prices__prices,prices__reference_prices,installments__quantity,installments__amount,installments__rate,shipping__free_shipping,shipping__tags,shipping__logistic_type,days_remaining,years_active
MLA1117483234,iPhone 11 64gb (12 Cuotas Sin Interés),237600.0,1,0,gold_pro,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,8,139571167,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA1117483234,"[{'id': '1', 'type': 'standard', 'amount': 237600, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-28T20:02:19Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,26400.0,0.0,True,['mandatory_free_shipping'],drop_off,7263,7
MLA1119559517,iPhone 11 64gb White,218000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,9,83005806,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,1,0,1,0.0,0.0,1.0,1,MLA1119559517,"[{'id': '1', 'type': 'standard', 'amount': 218000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-15T15:58:48Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,30914.22,70.17,True,['mandatory_free_shipping'],drop_off,7281,16
MLA1119585822,Apple iPhone 11 64 Gb - Blanco,199999.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,10,239509986,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,0,0,0.0,0.0,0.0,0,MLA1119585822,"[{'id': '1', 'type': 'standard', 'amount': 199999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-16T20:25:49Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,28361.52,70.17,True,['mandatory_free_shipping'],drop_off,7282,5
MLA1120708983,iPhone 11 128 Gb Entrega Inmediata,230000.0,1,0,gold_special,741973-MLA48931586278_012022,"['good_quality_picture', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,11,84622422,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,2,365 days,0.0,0,365 days,0.0,0,365 days,5,2,7,0.0,0.0,1.0,5,MLA1120708983,"[{'id': '1', 'type': 'standard', 'amount': 230000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-26T04:33:15Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,32615.92,70.17,True,['mandatory_free_shipping'],drop_off,7292,16
MLA1120933976,iPhone 11 128 Gb Negro /garantia/solo Capital&gba,196990.0,1,0,gold_special,928062-MLA48944629985_012022,"['extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,12,1063580492,"['normal', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,1,1,2,0.0,1.0,0.0,1,MLA1120933976,"[{'id': '1', 'type': 'standard', 'amount': 196990, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-27T13:17:48Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,27934.82,70.17,True,['mandatory_free_shipping'],drop_off,7293,0
MLA886350617,iPhone 11 Pro 64 Gb,206000.0,1,0,gold_special,655012-MLA43965860597_112020,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,13,165839425,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,365 days,0.0,2,365 days,0.0,0,365 days,0.0,0,365 days,0,2,2,0.0,0.0,1.0,0,MLA886350617,"[{'id': '2', 'type': 'standard', 'amount': 206000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-01-22T14:50:44Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '4', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 206000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-26T01:20:23Z'}]",12,29212.52,70.17,True,['mandatory_free_shipping'],drop_off,6841,7
MLA895971410,iPhone 11 Pro Max,253200.0,1,0,gold_special,645254-MLA32646972200_102019,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,14,68427343,"['normal', 'credits_active_borrower', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,0,0,0.0,0.0,0.0,0,MLA895971410,"[{'id': '298886b9-3d30-4607-ae64-79e5058003f2', 'type': 'standard', 'amount': 253200, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2020-11-06T01:39:35Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,35905.87,70.17,True,['mandatory_free_shipping'],drop_off,6845,10
MLA1120620417,Apple iPhone 11 - (128 Gb) - Celufree,277999.0,1,0,gold_pro,717128-MLA46114990469_052021,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment']",False,15,257100619,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,1,1,2,0.0,0.0,1.0,1,MLA1120620417,"[{'id': '1', 'type': 'standard', 'amount': 277999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-25T20:17:32Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,30888.78,0.0,True,['mandatory_free_shipping'],drop_off,7291,4
MLA1120626559,Apple iPhone 11 - (64 Gb) - Celufree,199999.0,1,0,gold_special,656548-MLA46114829749_052021,"['good_quality_picture', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,16,257100619,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,1,1,2,0.0,0.0,1.0,1,MLA1120626559,"[{'id': '1', 'type': 'standard', 'amount': 199999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-25T20:07:42Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,28361.52,70.17,True,['mandatory_free_shipping'],drop_off,7291,4
MLA1121327212,Apple iPhone 11 128gb Gtia Of. Leer Descp Caba Gba,190990.0,1,0,gold_special,860158-MLA48993003621_022022,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",False,17,626293770,"['normal', 'messages_as_seller']",,365 days,0.0,2,365 days,0.0,0,365 days,0.0,0,365 days,0,2,2,0.0,1.0,0.0,0,MLA1121327212,"[{'id': '1', 'type': 'standard', 'amount': 190990, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-30T22:20:44Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,27083.97,70.17,True,['mandatory_free_shipping'],drop_off,7296,1
MLA1120686693,Apple iPhone 11 - (64 Gb) - Celufree,241999.0,1,0,gold_pro,656548-MLA46114829749_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,18,257100619,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,1,1,2,0.0,0.0,1.0,1,MLA1120686693,"[{'id': '1', 'type': 'standard', 'amount': 241999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-25T20:10:11Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,26888.78,0.0,True,['mandatory_free_shipping'],drop_off,7291,4
MLA1120807739,Apple iPhone 11 64gb Negro (en Caja),218000.0,1,0,gold_special,656548-MLA46114829749_052021,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,19,98343755,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,1,365 days,3,1,4,0.0,0.0,1.0,3,MLA1120807739,"[{'id': '1', 'type': 'standard', 'amount': 218000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-26T22:26:53Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,30914.22,70.17,True,['mandatory_free_shipping'],drop_off,7292,15
MLA1121276807,Apple iPhone 11 64gb Gtia Of. Leer Descp Caba Gba ,179990.0,1,0,gold_special,604245-MLA48993077195_022022,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",False,20,626293770,"['normal', 'messages_as_seller']",,365 days,0.0,2,365 days,0.0,0,365 days,0.0,0,365 days,0,2,2,0.0,1.0,0.0,0,MLA1121276807,"[{'id': '1', 'type': 'standard', 'amount': 179990, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-30T22:14:18Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,25524.08,70.17,True,['mandatory_free_shipping'],drop_off,7296,1
MLA1121616816,iPhone 11 128 Gb,205000.0,1,0,gold_special,933002-MLA48995491811_022022,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",False,21,62051072,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.4444,4,365 days,0.0,1,365 days,1,8,9,0.0,0.0,1.0,1,MLA1121616816,"[{'id': '1', 'type': 'standard', 'amount': 205000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-02-01T18:51:32Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,29070.71,70.17,True,['mandatory_free_shipping'],drop_off,7298,13
MLA1121471273,iPhone 11 64 Gb,205000.0,1,0,gold_special,809326-MLA46115014340_052021,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",False,22,129434406,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,1,0,1,0.0,0.0,1.0,1,MLA1121471273,"[{'id': '1', 'type': 'standard', 'amount': 205000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-31T21:38:19Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,29070.71,70.17,True,['mandatory_free_shipping'],drop_off,7297,9
MLA867230299,Apple iPhone 11 128 Gb 4 Gb Ram ,380999.0,1,0,gold_pro,637123-MLA42576021108_072020,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'shipping_guaranteed']",False,23,507456362,"['normal', 'eshop', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,8,1,9,0.08,0.0,0.92,8,MLA867230299,"[{'id': '2', 'type': 'standard', 'amount': 380999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-04-23T16:52:19Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,42333.22,0.0,True,['mandatory_free_shipping'],xd_drop_off,6738,2
MLA1113879092,Apple iPhone 11 (64 Gb) - (product)red. En Ixon La Plata,174999.0,1,0,gold_special,929724-MLA46115014376_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,24,7809964,"['normal', 'credits_profile', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA1113879092,"[{'id': '1', 'type': 'standard', 'amount': 174999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-11-26T18:59:47Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,24816.32,70.17,True,['mandatory_free_shipping'],drop_off,7231,11
MLA1101511146,Apple iPhone 11 (128 Gb) Negro,199000.0,1,1,gold_special,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,25,3641796,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,0,1,1,0.0,1.0,0.0,0,MLA1101511146,"[{'id': '7', 'type': 'standard', 'amount': 199000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-11-24T19:18:17Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,28219.86,70.17,True,['mandatory_free_shipping'],drop_off,7147,15
MLA1118872618,Apple iPhone 11 (64 Gb)-blanco Leer Descripción Por Descuent,210000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,26,191239026,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,3,0,3,0.0,0.0,1.0,3,MLA1118872618,"[{'id': '1', 'type': 'standard', 'amount': 210000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-09T16:15:14Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,29779.75,70.17,True,['mandatory_free_shipping'],drop_off,7275,6
MLA867199532,iPhone 11 64gb Caja Sellada ,152900.0,1,0,gold_special,753972-MLA42569548426_072020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,27,320755093,"['normal', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,1,365 days,0.0,0,365 days,0,1,1,0.0,1.0,0.0,0,MLA867199532,"[{'id': '2', 'type': 'standard', 'amount': 152900, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-04T13:14:32Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,21682.49,70.17,True,['mandatory_free_shipping'],drop_off,6726,3
MLA1121420611,Celular Apple iPhone 11 De 64gb Nuevo Original Caja Sellada,176000.0,1,0,gold_special,809326-MLA46115014340_052021,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",False,28,766609766,"['normal', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,1,1,2,0.0,1.0,0.0,1,MLA1121420611,"[{'id': '1', 'type': 'standard', 'amount': 176000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-31T13:54:52Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,24958.27,70.17,True,['mandatory_free_shipping'],drop_off,7297,0
MLA884497620,Apple iPhone 11 64 Dual Sim 4gb Ram Sellada De Fabrica,215000.0,1,0,gold_special,658149-MLA43654417367_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,29,23274547,"['normal', 'eshop', 'messages_as_seller']",4_light_green,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,7,6,13,0.0,0.01,0.99,7,MLA884497620,"[{'id': '6b79dc6a-bdec-4f83-b45e-d10242b01fcb', 'type': 'standard', 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2020-10-19T17:01:25Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '2', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 215000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-26T03:28:00Z'}]",12,30488.79,70.17,True,['mandatory_free_shipping'],drop_off,6828,18
MLA1120933975,iPhone 11 64 Gb Negro /garantia/solo Capital&gba,182990.0,1,0,gold_special,940742-MLA48944628805_012022,"['extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,30,1063580492,"['normal', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,1,1,2,0.0,1.0,0.0,1,MLA1120933975,"[{'id': '1', 'type': 'standard', 'amount': 182990, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-27T13:17:47Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,25949.51,70.17,True,['mandatory_free_shipping'],drop_off,7293,0
MLA901193041,iPhone 11 128/4gb Ram Cam Dual 12+12 Self 12 Mpx,232582.73,1,0,gold_special,901467-MLA46766663934_072021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,31,78008144,"['normal', 'credits_priority_1', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",3_yellow,365 days,0.0182,6,365 days,0.0274,9,365 days,0.1893,50,365 days,279,49,328,0.05,0.04,0.91,279,MLA901193041,"[{'id': '27', 'type': 'standard', 'amount': 232582.73, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-27T12:41:39Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,32982.17,70.17,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6885,17
MLA895972317,iPhone 11 128 Black,196000.0,1,0,gold_special,738648-MLA43654417399_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,32,68427343,"['normal', 'credits_active_borrower', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,0,0,0.0,0.0,0.0,0,MLA895972317,"[{'id': '95e3c398-65f9-4ce3-996c-48d34631219d', 'type': 'standard', 'amount': 196000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2020-11-06T01:43:14Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,27794.43,70.17,True,['mandatory_free_shipping'],drop_off,6845,10
MLA1115025886,Apple iPhone 11 (128 Gb) - Negro,220000.0,1,0,gold_special,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,33,245539562,"['normal', 'mshops', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA1115025886,"[{'id': '1', 'type': 'standard', 'amount': 220000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-07T13:25:03Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,31197.83,70.17,True,['mandatory_free_shipping'],drop_off,7242,4
MLA1115362822,iPhone 11,209990.0,1,0,gold_special,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,34,181765532,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,5,0,5,0.0,0.0,1.0,5,MLA1115362822,"[{'id': '1', 'type': 'standard', 'amount': 209990, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-09T17:17:37Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,29778.33,70.17,True,['mandatory_free_shipping'],drop_off,7244,6
MLA1113657950,Apple iPhone 11 (64 Gb) Negro Mejor Precio,232000.0,1,0,gold_pro,656548-MLA46114829749_052021,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment']",False,35,23540185,"['normal', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,3,60 months,6,0,6,0.0,0.0,1.0,6,MLA1113657950,"[{'id': '7', 'type': 'standard', 'amount': 232000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-22T22:59:22Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,25777.78,0.0,True,['mandatory_free_shipping'],drop_off,7230,11
MLA1120324767,iPhone 11,180000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,36,235018097,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,1,0,1,0.0,0.0,1.0,1,MLA1120324767,"[{'id': '1', 'type': 'standard', 'amount': 180000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-22T23:46:29Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,25525.5,70.17,True,['mandatory_free_shipping'],drop_off,7288,5
MLA1111539964,Apple iPhone 11 (128 Gb) - Negro,215000.0,1,0,gold_special,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,37,785223398,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,0,0,0.0,0.0,0.0,0,MLA1111539964,"[{'id': '1', 'type': 'standard', 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-11-09T02:29:22Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,30488.79,70.17,True,['mandatory_free_shipping'],drop_off,7213,0
MLA1117483335,iPhone 11 128gb (12 Cuotas Sin Interés),274600.0,1,0,gold_pro,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,38,139571167,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA1117483335,"[{'id': '1', 'type': 'standard', 'amount': 274600, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-28T20:08:54Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,30511.11,0.0,True,['mandatory_free_shipping'],drop_off,7263,7
MLA884463970,Apple iPhone 11 64gb Dual Sim 4gb Sellada De Fabrica,215000.0,1,0,gold_special,916062-MLA43654417337_102020,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,39,23274547,"['normal', 'eshop', 'messages_as_seller']",4_light_green,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,7,6,13,0.0,0.01,0.99,7,MLA884463970,"[{'id': '1ffaabb8-29e5-4999-8a54-875fcd0641ea', 'type': 'standard', 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2020-10-19T14:43:02Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,30488.79,70.17,True,['mandatory_free_shipping'],drop_off,6828,18
MLA1113633298,iPhone 11 Black 128 Gb (100% Batería Caja Y Accesorios),200000.0,1,0,gold_special,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,40,615987829,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,2,1,3,0.0,1.0,0.0,2,MLA1113633298,"[{'id': '1', 'type': 'standard', 'amount': 200000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-11-24T03:13:50Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,28361.67,70.17,True,['mandatory_free_shipping'],drop_off,7228,1
